,Magnet-sensor distance [cm],Bx[mT],By[mT],Bz[mT],Bx[LSB],By[LSB],Bz[LSB],Temperature[C],"Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]"
28684,28,0.14,-0.95,-0.14,4,-28,-4,19.54,2
28685,28,0.1,-1.05,-0.14,3,-31,-4,19.28,2
28686,28,0.03,-0.98,-0.07,1,-29,-2,19.54,2
28687,28,0.07,-1.05,-0.07,2,-31,-2,19.47,2
28688,28,0.14,-1.12,-0.03,4,-33,-1,19.74,2
28689,28,0.0,-1.08,-0.1,0,-32,-3,19.54,2
28690,28,0.03,-0.95,-0.1,1,-28,-3,19.67,2
28691,28,0.0,-1.02,-0.07,0,-30,-2,19.74,2
28692,28,0.07,-1.02,-0.07,2,-30,-2,19.34,2
28693,28,0.14,-0.98,-0.07,4,-29,-2,19.61,2
28694,28,0.1,-1.05,-0.03,3,-31,-1,19.47,2
28695,28,0.07,-1.12,-0.1,2,-33,-3,19.54,2
28696,28,0.0,-0.98,-0.1,0,-29,-3,19.54,2
28697,28,0.17,-0.88,-0.17,5,-26,-5,19.74,2
28698,28,0.14,-0.92,-0.07,4,-27,-2,19.61,2
28699,28,-0.07,-1.05,-0.1,-2,-31,-3,19.61,2
28700,28,0.0,-0.95,-0.1,0,-28,-3,19.61,2
28701,28,0.1,-0.98,-0.03,3,-29,-1,19.74,2
28702,28,0.31,-0.88,-0.1,9,-26,-3,19.61,2
28703,28,0.03,-1.05,-0.17,1,-31,-5,19.54,2
28704,28,-0.07,-1.08,-0.1,-2,-32,-3,19.47,2
28705,28,0.03,-1.15,-0.1,1,-34,-3,19.54,2
28706,28,0.0,-0.88,-0.03,0,-26,-1,19.34,2
28707,28,0.14,-0.98,-0.1,4,-29,-3,19.74,2
28708,28,0.03,-1.08,-0.07,1,-32,-2,19.41,2
28709,28,0.17,-1.08,-0.07,5,-32,-2,19.47,2
28710,28,-0.03,-1.05,-0.1,-1,-31,-3,19.41,2
28711,28,-0.03,-0.98,-0.03,-1,-29,-1,19.67,2
28712,28,0.2,-1.02,-0.03,6,-30,-1,19.74,2
28713,28,0.14,-0.95,-0.2,4,-28,-6,19.54,2
28714,28,0.1,-1.08,-0.1,3,-32,-3,19.67,2
28715,28,0.17,-1.05,-0.07,5,-31,-2,19.61,2
28716,28,0.07,-1.08,-0.1,2,-32,-3,19.54,2
28717,28,0.17,-0.95,-0.14,5,-28,-4,19.8,2
28718,28,0.0,-1.02,-0.07,0,-30,-2,19.74,2
28719,28,0.03,-1.12,-0.17,1,-33,-5,19.61,2
28720,28,0.07,-1.02,-0.03,2,-30,-1,19.54,2
28721,28,0.03,-0.92,-0.1,1,-27,-3,19.67,2
28722,28,0.14,-1.05,-0.07,4,-31,-2,19.61,2
28723,28,0.17,-1.08,-0.07,5,-32,-2,19.61,2
28724,28,0.07,-0.88,-0.07,2,-26,-2,19.41,2
28725,28,0.0,-1.12,-0.2,0,-33,-6,19.61,2
28726,28,0.03,-0.98,-0.1,1,-29,-3,19.47,2
28727,28,0.07,-0.98,-0.14,2,-29,-4,19.47,2
28728,28,0.07,-1.05,-0.14,2,-31,-4,19.28,2
28729,28,0.07,-1.12,-0.14,2,-33,-4,19.54,2
28730,28,0.14,-1.08,-0.07,4,-32,-2,19.41,2
28731,28,0.07,-1.02,-0.07,2,-30,-2,19.47,2
28732,28,0.1,-0.98,-0.14,3,-29,-4,19.74,2
28733,28,0.31,-1.02,-0.1,9,-30,-3,19.41,2
28734,28,0.1,-0.98,-0.1,3,-29,-3,19.28,2
28735,28,0.1,-0.95,-0.1,3,-28,-3,19.61,2
28736,28,0.2,-1.02,-0.07,6,-30,-2,19.41,2
28737,28,0.14,-0.95,-0.14,4,-28,-4,19.41,2
28738,28,0.07,-1.02,-0.1,2,-30,-3,19.41,2
28739,28,0.14,-1.02,-0.07,4,-30,-2,19.67,2
28740,28,0.1,-1.08,-0.07,3,-32,-2,19.47,2
28741,28,0.03,-0.95,-0.07,1,-28,-2,19.54,2
28742,28,0.1,-1.08,-0.17,3,-32,-5,19.67,2
28743,28,0.0,-1.08,-0.1,0,-32,-3,19.47,2
28744,28,0.1,-1.05,-0.1,3,-31,-3,19.67,2
28745,28,0.07,-1.05,-0.17,2,-31,-5,19.54,2
28746,28,-0.03,-1.05,-0.1,-1,-31,-3,19.61,2
28747,28,-0.03,-1.12,-0.07,-1,-33,-2,19.54,2
28748,28,0.03,-0.92,-0.1,1,-27,-3,19.67,2
28749,28,0.03,-1.02,-0.14,1,-30,-4,19.67,2
28750,28,0.17,-1.08,-0.07,5,-32,-2,19.47,2
28751,28,0.1,-0.95,-0.1,3,-28,-3,19.47,2
28752,28,0.1,-1.02,0.0,3,-30,0,19.47,2
28753,28,0.0,-1.02,-0.03,0,-30,-1,19.28,2
28754,28,0.14,-1.05,-0.03,4,-31,-1,19.8,2
28755,28,0.07,-1.05,-0.07,2,-31,-2,19.41,2
28756,28,0.03,-1.02,-0.1,1,-30,-3,19.74,2
28757,28,0.14,-0.95,-0.07,4,-28,-2,19.54,2
28758,28,0.07,-1.02,-0.07,2,-30,-2,19.8,2
28759,28,-0.03,-0.98,-0.07,-1,-29,-2,19.47,2
28760,28,0.27,-0.98,-0.1,8,-29,-3,19.67,2
28761,28,0.0,-1.05,-0.07,0,-31,-2,19.87,2
28762,28,0.07,-0.95,-0.07,2,-28,-2,19.74,2
28763,28,0.24,-0.98,-0.03,7,-29,-1,19.47,2
28764,28,0.07,-1.05,-0.1,2,-31,-3,19.61,2
28765,28,0.07,-1.08,-0.07,2,-32,-2,19.61,2
28766,28,0.07,-0.98,-0.03,2,-29,-1,19.34,2
28767,28,0.07,-1.05,-0.1,2,-31,-3,19.47,2
28768,28,0.17,-0.98,-0.1,5,-29,-3,19.34,2
28769,28,0.27,-0.98,-0.14,8,-29,-4,19.34,2
28770,28,0.03,-1.02,-0.1,1,-30,-3,19.54,2
28771,28,0.07,-1.12,-0.03,2,-33,-1,19.61,2
28772,28,0.07,-1.12,-0.03,2,-33,-1,19.41,2
28773,28,0.03,-0.98,-0.1,1,-29,-3,19.54,2
28774,28,0.2,-0.92,-0.03,6,-27,-1,19.47,2
28775,28,0.14,-1.02,-0.14,4,-30,-4,19.54,2
28776,28,-0.03,-0.92,-0.17,-1,-27,-5,19.54,2
28777,28,0.07,-1.02,-0.17,2,-30,-5,19.34,2
28778,28,0.03,-1.08,-0.14,1,-32,-4,19.61,2
28779,28,0.14,-0.92,-0.2,4,-27,-6,19.41,2
28780,28,0.14,-1.05,-0.1,4,-31,-3,19.61,2
28781,28,0.03,-0.98,-0.1,1,-29,-3,19.47,2
28782,28,0.1,-1.08,-0.1,3,-32,-3,19.61,2
28783,28,0.0,-0.95,-0.17,0,-28,-5,19.54,2
28784,28,0.1,-1.02,-0.07,3,-30,-2,19.47,2
28785,28,0.03,-1.05,-0.07,1,-31,-2,19.61,2
28786,28,0.17,-0.98,-0.1,5,-29,-3,19.28,2
28787,28,0.0,-1.02,-0.07,0,-30,-2,19.54,2
28788,28,-0.1,-1.05,-0.14,-3,-31,-4,19.8,2
28789,28,0.07,-1.15,-0.1,2,-34,-3,20.0,2
28790,28,0.0,-0.85,-0.1,0,-25,-3,19.54,2
28791,28,0.07,-0.98,-0.14,2,-29,-4,19.54,2
28792,28,0.07,-1.08,-0.1,2,-32,-3,19.41,2
28793,28,0.24,-1.05,-0.1,7,-31,-3,19.67,2
28794,28,0.07,-0.98,-0.07,2,-29,-2,19.74,2
28795,28,0.07,-0.92,-0.07,2,-27,-2,19.67,2
28796,28,0.14,-1.08,-0.14,4,-32,-4,19.74,2
28797,28,-0.07,-0.95,-0.1,-2,-28,-3,19.54,2
28798,28,-0.03,-1.15,-0.07,-1,-34,-2,19.8,2
28799,28,0.0,-1.08,-0.1,0,-32,-3,19.54,2
28800,28,0.14,-1.15,-0.07,4,-34,-2,19.54,2
28801,28,0.14,-0.95,-0.03,4,-28,-1,19.61,2
28802,28,0.1,-0.98,-0.14,3,-29,-4,19.74,2
28803,28,0.0,-0.95,-0.07,0,-28,-2,19.61,2
28804,28,0.1,-1.02,-0.07,3,-30,-2,19.34,2
28805,28,0.0,-0.98,-0.1,0,-29,-3,19.41,2
28806,28,0.0,-0.85,-0.1,0,-25,-3,19.67,2
28807,28,0.07,-0.88,-0.1,2,-26,-3,19.54,2
28808,28,0.1,-1.08,-0.1,3,-32,-3,19.67,2
28809,28,0.1,-1.02,0.0,3,-30,0,19.61,2
28810,28,0.07,-0.85,0.0,2,-25,0,19.61,2
28811,28,0.27,-0.95,-0.1,8,-28,-3,19.61,2
28812,28,0.14,-1.05,-0.1,4,-31,-3,19.54,2
28813,28,0.1,-1.15,-0.07,3,-34,-2,19.54,2
28814,28,0.2,-0.98,-0.17,6,-29,-5,19.67,2
28815,28,0.14,-0.98,-0.1,4,-29,-3,19.67,2
28816,28,0.14,-1.02,-0.07,4,-30,-2,19.67,2
28817,28,0.14,-0.98,-0.1,4,-29,-3,19.41,2
28818,28,0.03,-0.92,-0.07,1,-27,-2,19.34,2
28819,28,0.03,-1.05,-0.1,1,-31,-3,19.47,2
28820,28,0.07,-1.02,-0.2,2,-30,-6,19.41,2
28821,28,0.07,-0.88,-0.07,2,-26,-2,19.67,2
28822,28,0.17,-1.05,-0.07,5,-31,-2,19.67,2
28823,28,0.2,-1.08,-0.17,6,-32,-5,19.47,2
28824,28,0.0,-1.02,-0.07,0,-30,-2,19.8,2
28825,28,0.2,-0.88,-0.2,6,-26,-6,19.41,2
28826,28,0.17,-1.12,-0.14,5,-33,-4,19.61,2
28827,28,0.03,-1.08,-0.1,1,-32,-3,19.61,2
28828,28,0.1,-0.92,-0.07,3,-27,-2,19.47,2
28829,28,0.14,-1.08,-0.14,4,-32,-4,19.67,2
28830,28,0.07,-0.98,-0.14,2,-29,-4,19.61,2
28831,28,0.03,-0.71,-0.07,1,-21,-2,19.74,2
28832,28,0.07,-0.85,-0.03,2,-25,-1,19.47,2
28833,28,0.1,-0.98,-0.1,3,-29,-3,19.54,2
28834,28,0.14,-1.02,-0.03,4,-30,-1,19.54,2
28835,28,0.07,-0.92,-0.14,2,-27,-4,19.47,2
28836,28,0.17,-0.95,-0.14,5,-28,-4,19.61,2
28837,28,0.03,-1.02,-0.07,1,-30,-2,19.54,2
28838,28,-0.03,-1.12,-0.2,-1,-33,-6,19.34,2
28839,28,0.07,-1.02,-0.14,2,-30,-4,19.61,2
28840,28,0.03,-1.02,0.0,1,-30,0,19.47,2
28841,28,0.03,-0.92,-0.1,1,-27,-3,19.8,2
28842,28,0.14,-0.88,-0.1,4,-26,-3,19.54,2
28843,28,0.1,-0.98,-0.03,3,-29,-1,19.61,2
28844,28,0.07,-0.98,-0.03,2,-29,-1,19.47,2
28845,28,0.14,-1.08,-0.14,4,-32,-4,19.74,2
28846,28,0.24,-1.02,-0.03,7,-30,-1,19.54,2
28847,28,0.14,-1.08,-0.07,4,-32,-2,19.61,2
28848,28,0.03,-0.92,-0.03,1,-27,-1,19.41,2
28849,28,0.03,-1.12,-0.1,1,-33,-3,19.41,2
28850,28,0.1,-1.02,-0.07,3,-30,-2,19.74,2
28851,28,0.14,-1.12,-0.1,4,-33,-3,19.47,2
28852,28,0.1,-0.95,-0.07,3,-28,-2,19.41,2
28853,28,-0.1,-1.08,-0.17,-3,-32,-5,19.54,2
28854,28,-0.03,-0.95,-0.17,-1,-28,-5,19.93,2
28855,28,0.07,-0.95,-0.1,2,-28,-3,19.54,2
28856,28,0.03,-1.02,-0.14,1,-30,-4,19.54,2
28857,28,0.1,-1.15,-0.07,3,-34,-2,19.47,2
28858,28,-0.07,-0.92,-0.17,-2,-27,-5,19.74,2
28859,28,0.14,-1.08,-0.17,4,-32,-5,19.41,2
28860,28,0.07,-1.08,-0.07,2,-32,-2,19.67,2
28861,28,0.1,-0.98,-0.07,3,-29,-2,19.41,2
28862,28,0.03,-0.95,-0.17,1,-28,-5,19.41,2
28863,28,0.07,-1.08,-0.07,2,-32,-2,19.47,2
28864,28,0.14,-1.05,0.0,4,-31,0,19.67,2
28865,28,0.07,-1.02,-0.1,2,-30,-3,19.67,2
28866,28,0.2,-0.98,-0.17,6,-29,-5,19.41,2
28867,28,0.1,-0.98,-0.1,3,-29,-3,19.34,2
28868,28,0.17,-1.02,-0.07,5,-30,-2,19.54,2
28869,28,0.1,-0.98,-0.07,3,-29,-2,19.61,2
28870,28,0.1,-0.95,-0.17,3,-28,-5,19.61,2
28871,28,0.0,-1.05,-0.07,0,-31,-2,19.67,2
28872,28,0.1,-1.12,-0.07,3,-33,-2,19.54,2
28873,28,-0.03,-1.05,-0.14,-1,-31,-4,19.61,2
28874,28,-0.07,-1.08,-0.1,-2,-32,-3,19.54,2
28875,28,0.07,-1.15,-0.1,2,-34,-3,19.34,2
28876,28,0.1,-1.05,-0.03,3,-31,-1,19.74,2
28877,28,0.0,-1.02,-0.17,0,-30,-5,19.74,2
28878,28,0.14,-0.95,-0.14,4,-28,-4,19.47,2
28879,28,-0.03,-0.98,-0.14,-1,-29,-4,19.28,2
28880,28,0.1,-1.08,-0.07,3,-32,-2,19.74,2
28881,28,0.03,-0.98,0.0,1,-29,0,19.54,2
28882,28,0.17,-0.95,-0.1,5,-28,-3,19.67,2
28883,28,0.14,-0.95,-0.1,4,-28,-3,19.67,2
28884,28,0.14,-1.02,-0.07,4,-30,-2,19.41,2
28885,28,0.03,-0.95,-0.14,1,-28,-4,19.47,2
28886,28,0.24,-1.02,-0.1,7,-30,-3,19.34,2
28887,28,0.2,-1.08,-0.14,6,-32,-4,19.54,2
28888,28,0.0,-0.92,-0.1,0,-27,-3,19.47,2
28889,28,0.1,-0.88,-0.14,3,-26,-4,19.47,2
28890,28,0.17,-1.12,-0.07,5,-33,-2,19.61,2
28891,28,0.2,-1.02,-0.07,6,-30,-2,19.67,2
28892,28,0.14,-0.88,-0.14,4,-26,-4,19.54,2
28893,28,0.03,-1.02,-0.07,1,-30,-2,19.87,2
28894,28,0.0,-0.88,-0.14,0,-26,-4,19.54,2
28895,28,0.03,-1.05,-0.03,1,-31,-1,19.67,2
28896,28,0.03,-1.15,-0.14,1,-34,-4,19.47,2
28897,28,0.07,-1.05,-0.14,2,-31,-4,19.61,2
28898,28,0.17,-1.05,-0.07,5,-31,-2,19.54,2
28899,28,0.03,-1.05,-0.07,1,-31,-2,19.54,2
28900,28,0.14,-1.02,0.0,4,-30,0,19.74,2
28901,28,0.2,-0.95,-0.07,6,-28,-2,19.61,2
28902,28,0.0,-1.02,-0.14,0,-30,-4,19.61,2
28903,28,0.03,-0.98,-0.07,1,-29,-2,19.54,2
28904,28,0.14,-0.98,-0.17,4,-29,-5,19.54,2
28905,28,0.07,-1.05,-0.03,2,-31,-1,19.47,2
28906,28,0.1,-0.98,-0.17,3,-29,-5,19.47,2
28907,28,0.14,-1.05,-0.03,4,-31,-1,19.34,2
28908,28,0.0,-0.92,-0.03,0,-27,-1,19.54,2
28909,28,0.07,-1.05,-0.14,2,-31,-4,19.74,2
28910,28,0.1,-0.98,-0.14,3,-29,-4,19.61,2
28911,28,-0.07,-1.12,-0.1,-2,-33,-3,19.28,2
28912,28,0.0,-1.05,-0.07,0,-31,-2,19.47,2
28913,28,0.14,-0.98,-0.14,4,-29,-4,19.54,2
28914,28,0.1,-0.92,-0.07,3,-27,-2,19.34,2
28915,28,0.17,-0.85,-0.2,5,-25,-6,19.34,2
28916,28,0.1,-1.08,-0.1,3,-32,-3,19.8,2
28917,28,0.07,-1.05,-0.1,2,-31,-3,19.34,2
28918,28,0.03,-1.12,-0.1,1,-33,-3,19.54,2
28919,28,0.03,-0.92,-0.07,1,-27,-2,19.34,2
28920,28,0.2,-1.08,-0.1,6,-32,-3,19.34,2
28921,28,0.1,-1.02,-0.07,3,-30,-2,19.21,2
28922,28,0.0,-1.02,-0.07,0,-30,-2,19.41,2
28923,28,0.07,-1.02,-0.03,2,-30,-1,19.61,2
28924,28,0.0,-0.95,0.0,0,-28,0,19.54,2
28925,28,0.2,-0.92,-0.1,6,-27,-3,19.67,2
28926,28,0.07,-1.05,-0.07,2,-31,-2,19.61,2
28927,28,0.2,-0.98,-0.1,6,-29,-3,19.41,2
28928,28,0.07,-0.85,-0.1,2,-25,-3,19.47,2
28929,28,0.17,-1.05,-0.07,5,-31,-2,19.61,2
28930,28,0.24,-1.02,-0.2,7,-30,-6,19.54,2
28931,28,0.07,-1.08,-0.14,2,-32,-4,19.47,2
28932,28,0.0,-0.95,-0.07,0,-28,-2,19.61,2
28933,28,0.0,-0.95,-0.17,0,-28,-5,19.54,2
28934,28,0.1,-0.98,-0.07,3,-29,-2,19.47,2
28935,28,0.07,-1.02,-0.07,2,-30,-2,19.47,2
28936,28,0.07,-0.95,-0.14,2,-28,-4,19.54,2
28937,28,0.1,-1.02,-0.1,3,-30,-3,19.61,2
28938,28,0.0,-1.05,-0.07,0,-31,-2,19.47,2
28939,28,0.07,-0.85,-0.17,2,-25,-5,19.34,2
28940,28,0.1,-0.85,-0.07,3,-25,-2,19.47,2
28941,28,0.14,-1.05,-0.07,4,-31,-2,19.54,2
28942,28,0.07,-0.98,-0.07,2,-29,-2,19.34,2
28943,28,0.0,-1.08,-0.07,0,-32,-2,19.8,2
28944,28,0.07,-1.02,-0.07,2,-30,-2,19.54,2
28945,28,0.03,-1.02,-0.17,1,-30,-5,19.74,2
28946,28,0.03,-1.19,-0.07,1,-35,-2,19.41,2
28947,28,0.2,-1.12,-0.2,6,-33,-6,19.54,2
28948,28,0.24,-0.98,-0.14,7,-29,-4,19.28,2
28949,28,0.03,-1.02,-0.14,1,-30,-4,19.61,2
28950,28,-0.1,-0.95,-0.07,-3,-28,-2,19.54,2
28951,28,0.1,-0.92,-0.1,3,-27,-3,19.61,2
28952,28,0.1,-0.95,-0.14,3,-28,-4,19.21,2
28953,28,0.14,-0.92,-0.14,4,-27,-4,19.54,2
28954,28,0.14,-0.88,-0.14,4,-26,-4,19.34,2
28955,28,0.14,-1.05,-0.14,4,-31,-4,19.54,2
28956,28,0.14,-1.02,-0.1,4,-30,-3,19.74,2
28957,28,0.27,-1.12,-0.1,8,-33,-3,19.41,2
28958,28,0.07,-1.05,-0.14,2,-31,-4,19.54,2
28959,28,0.1,-0.92,-0.1,3,-27,-3,19.61,2
28960,28,0.17,-1.02,-0.03,5,-30,-1,19.28,2
28961,28,0.17,-1.02,-0.1,5,-30,-3,19.47,2
28962,28,0.17,-1.12,-0.17,5,-33,-5,19.61,2
28963,28,0.0,-1.08,0.03,0,-32,1,19.14,2
28964,28,-0.07,-1.02,-0.1,-2,-30,-3,19.67,2
28965,28,0.07,-0.85,-0.1,2,-25,-3,19.54,2
28966,28,0.03,-1.02,-0.1,1,-30,-3,19.54,2
28967,28,0.07,-1.05,-0.14,2,-31,-4,19.54,2
28968,28,0.07,-1.05,-0.17,2,-31,-5,19.47,2
28969,28,0.0,-0.95,-0.14,0,-28,-4,19.74,2
28970,28,0.07,-0.98,-0.1,2,-29,-3,19.61,2
28971,28,0.1,-1.08,-0.07,3,-32,-2,19.8,2
28972,28,0.03,-0.85,-0.03,1,-25,-1,19.47,2
28973,28,0.07,-0.92,-0.14,2,-27,-4,19.67,2
28974,28,0.1,-1.12,0.0,3,-33,0,19.47,2
28975,28,0.07,-0.95,-0.14,2,-28,-4,19.28,2
28976,28,0.1,-1.08,-0.2,3,-32,-6,19.34,2
28977,28,0.1,-1.02,-0.14,3,-30,-4,19.54,2
28978,28,0.07,-1.12,-0.03,2,-33,-1,19.47,2
28979,28,0.0,-0.98,-0.07,0,-29,-2,19.61,2
28980,28,0.03,-1.05,-0.07,1,-31,-2,19.74,2
28981,28,0.14,-0.98,-0.14,4,-29,-4,19.61,2
28982,28,0.14,-0.98,-0.03,4,-29,-1,19.54,2
28983,28,0.0,-0.92,-0.07,0,-27,-2,19.34,2
28984,28,0.07,-0.98,-0.17,2,-29,-5,19.61,2
28985,28,0.07,-0.95,-0.14,2,-28,-4,19.34,2
28986,28,0.07,-1.08,-0.07,2,-32,-2,19.87,2
28987,28,0.07,-0.98,-0.14,2,-29,-4,19.74,2
28988,28,0.1,-1.02,-0.07,3,-30,-2,19.67,2
28989,28,0.07,-0.98,-0.1,2,-29,-3,19.67,2
28990,28,0.14,-0.98,-0.1,4,-29,-3,19.54,2
28991,28,0.14,-0.98,-0.14,4,-29,-4,19.67,2
28992,28,0.0,-1.02,-0.14,0,-30,-4,19.67,2
28993,28,0.1,-1.08,-0.14,3,-32,-4,19.74,2
28994,28,0.14,-0.98,-0.17,4,-29,-5,19.47,2
28995,28,0.17,-0.85,-0.1,5,-25,-3,19.54,2
28996,28,0.14,-0.98,-0.07,4,-29,-2,19.8,2
28997,28,0.14,-1.05,-0.17,4,-31,-5,19.8,2
28998,28,0.2,-0.95,-0.1,6,-28,-3,19.93,2
28999,28,0.03,-1.08,-0.1,1,-32,-3,19.8,2
29000,29,0.07,-0.88,-0.1,2,-26,-3,19.34,2
29001,29,0.07,-0.85,-0.14,2,-25,-4,19.67,2
29002,29,0.0,-0.98,-0.14,0,-29,-4,19.74,2
29003,29,0.0,-0.88,-0.1,0,-26,-3,19.74,2
29004,29,0.03,-1.05,-0.1,1,-31,-3,19.54,2
29005,29,0.14,-0.95,0.0,4,-28,0,19.41,2
29006,29,0.14,-0.92,-0.07,4,-27,-2,19.61,2
29007,29,0.1,-0.95,-0.03,3,-28,-1,19.74,2
29008,29,0.1,-0.88,-0.07,3,-26,-2,19.74,2
29009,29,0.0,-0.81,-0.07,0,-24,-2,19.47,2
29010,29,0.07,-1.02,-0.2,2,-30,-6,19.61,2
29011,29,0.14,-0.85,-0.03,4,-25,-1,19.8,2
29012,29,0.0,-0.88,-0.1,0,-26,-3,19.87,2
29013,29,0.0,-0.88,-0.07,0,-26,-2,19.47,2
29014,29,0.14,-1.02,-0.07,4,-30,-2,19.54,2
29015,29,0.0,-1.05,-0.07,0,-31,-2,19.61,2
29016,29,0.2,-0.85,-0.03,6,-25,-1,19.21,2
29017,29,0.03,-0.88,-0.07,1,-26,-2,19.41,2
29018,29,0.07,-0.98,-0.1,2,-29,-3,19.54,2
29019,29,0.03,-0.85,-0.1,1,-25,-3,19.34,2
29020,29,0.03,-0.95,-0.07,1,-28,-2,19.61,2
29021,29,0.17,-0.92,-0.14,5,-27,-4,19.54,2
29022,29,0.2,-0.92,-0.07,6,-27,-2,19.34,2
29023,29,0.2,-0.85,-0.03,6,-25,-1,19.34,2
29024,29,0.1,-0.98,-0.03,3,-29,-1,19.74,2
29025,29,0.1,-0.75,-0.17,3,-22,-5,19.47,2
29026,29,0.17,-0.95,-0.1,5,-28,-3,19.67,2
29027,29,0.07,-1.05,-0.17,2,-31,-5,19.54,2
29028,29,0.03,-0.88,-0.07,1,-26,-2,19.61,2
29029,29,-0.03,-0.81,-0.14,-1,-24,-4,19.74,2
29030,29,0.27,-0.88,-0.1,8,-26,-3,19.61,2
29031,29,0.17,-0.95,-0.07,5,-28,-2,19.54,2
29032,29,0.0,-0.85,0.03,0,-25,1,19.67,2
29033,29,0.17,-0.92,-0.14,5,-27,-4,19.54,2
29034,29,-0.03,-0.75,-0.17,-1,-22,-5,19.54,2
29035,29,0.14,-0.95,-0.07,4,-28,-2,19.54,2
29036,29,-0.03,-0.95,0.0,-1,-28,0,19.28,2
29037,29,0.1,-0.81,-0.07,3,-24,-2,19.54,2
29038,29,0.17,-0.92,-0.07,5,-27,-2,19.61,2
29039,29,0.03,-0.81,-0.1,1,-24,-3,19.8,2
29040,29,0.14,-0.92,-0.07,4,-27,-2,19.54,2
29041,29,0.03,-0.88,-0.07,1,-26,-2,19.74,2
29042,29,0.34,-0.88,-0.1,10,-26,-3,19.54,2
29043,29,0.14,-0.95,-0.17,4,-28,-5,19.61,2
29044,29,0.03,-0.85,-0.14,1,-25,-4,19.8,2
29045,29,0.03,-0.92,-0.1,1,-27,-3,19.8,2
29046,29,0.24,-0.81,-0.07,7,-24,-2,19.61,2
29047,29,0.17,-0.92,-0.14,5,-27,-4,19.61,2
29048,29,0.17,-0.85,-0.1,5,-25,-3,19.54,2
29049,29,0.03,-0.95,-0.17,1,-28,-5,19.54,2
29050,29,0.14,-0.95,-0.17,4,-28,-5,19.54,2
29051,29,0.03,-0.85,-0.1,1,-25,-3,19.67,2
29052,29,0.07,-0.98,-0.03,2,-29,-1,19.74,2
29053,29,0.1,-0.95,-0.1,3,-28,-3,19.34,2
29054,29,0.1,-0.81,-0.03,3,-24,-1,19.54,2
29055,29,0.0,-1.05,0.0,0,-31,0,19.8,2
29056,29,0.0,-0.88,-0.17,0,-26,-5,19.74,2
29057,29,-0.14,-0.92,-0.07,-4,-27,-2,19.54,2
29058,29,0.14,-0.98,-0.07,4,-29,-2,19.61,2
29059,29,0.17,-0.88,-0.03,5,-26,-1,19.41,2
29060,29,0.0,-0.85,-0.07,0,-25,-2,19.8,2
29061,29,0.1,-0.85,-0.07,3,-25,-2,19.67,2
29062,29,0.03,-0.92,-0.07,1,-27,-2,19.67,2
29063,29,0.14,-0.78,-0.14,4,-23,-4,19.74,2
29064,29,0.14,-0.85,-0.1,4,-25,-3,19.54,2
29065,29,0.07,-0.98,-0.1,2,-29,-3,19.67,2
29066,29,0.2,-0.98,-0.07,6,-29,-2,19.34,2
29067,29,0.24,-0.88,-0.14,7,-26,-4,19.54,2
29068,29,0.17,-0.98,-0.1,5,-29,-3,19.54,2
29069,29,0.24,-0.88,-0.07,7,-26,-2,19.54,2
29070,29,0.0,-0.85,-0.1,0,-25,-3,19.8,2
29071,29,0.17,-0.88,-0.03,5,-26,-1,19.54,2
29072,29,0.14,-0.92,-0.07,4,-27,-2,19.54,2
29073,29,0.14,-0.78,-0.1,4,-23,-3,19.47,2
29074,29,0.0,-0.95,-0.07,0,-28,-2,19.54,2
29075,29,0.2,-0.95,-0.14,6,-28,-4,19.67,2
29076,29,0.14,-0.95,-0.07,4,-28,-2,19.47,2
29077,29,0.31,-0.98,-0.14,9,-29,-4,19.28,2
29078,29,0.14,-0.88,-0.17,4,-26,-5,19.61,2
29079,29,0.07,-1.08,-0.07,2,-32,-2,19.67,2
29080,29,0.17,-0.95,-0.14,5,-28,-4,19.47,2
29081,29,0.07,-0.78,-0.14,2,-23,-4,19.47,2
29082,29,0.0,-0.88,-0.14,0,-26,-4,19.61,2
29083,29,0.14,-0.98,0.0,4,-29,0,19.41,2
29084,29,-0.03,-0.85,-0.07,-1,-25,-2,19.61,2
29085,29,0.03,-0.85,-0.1,1,-25,-3,19.61,2
29086,29,0.14,-0.95,-0.1,4,-28,-3,19.54,2
29087,29,0.14,-0.95,-0.1,4,-28,-3,19.61,2
29088,29,0.14,-0.95,0.0,4,-28,0,19.41,2
29089,29,0.1,-0.85,-0.14,3,-25,-4,19.34,2
29090,29,0.1,-0.88,-0.1,3,-26,-3,19.61,2
29091,29,0.07,-0.92,-0.1,2,-27,-3,19.61,2
29092,29,0.03,-1.02,-0.1,1,-30,-3,19.8,2
29093,29,0.03,-1.02,-0.17,1,-30,-5,19.67,2
29094,29,0.1,-0.85,-0.1,3,-25,-3,19.34,2
29095,29,0.1,-1.02,-0.07,3,-30,-2,19.54,2
29096,29,0.03,-0.88,-0.07,1,-26,-2,19.54,2
29097,29,0.0,-0.88,-0.14,0,-26,-4,19.54,2
29098,29,0.07,-0.81,-0.03,2,-24,-1,19.8,2
29099,29,0.0,-0.98,-0.07,0,-29,-2,19.67,2
29100,29,0.03,-0.88,-0.14,1,-26,-4,19.67,2
29101,29,0.1,-0.95,-0.2,3,-28,-6,19.47,2
29102,29,0.1,-1.05,-0.1,3,-31,-3,19.54,2
29103,29,0.1,-0.92,-0.1,3,-27,-3,19.61,2
