,Magnet-sensor distance [cm],Bx[mT],By[mT],Bz[mT],Bx[LSB],By[LSB],Bz[LSB],Temperature[C],"Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]"
0,0,-54.95,-277.63,24.95,-1621,-8190,736,20.26,2
1,0,-55.05,-277.63,24.95,-1624,-8190,736,20.33,2
2,0,-54.92,-277.63,24.92,-1620,-8190,735,20.39,2
3,0,-54.88,-277.63,24.88,-1619,-8190,734,20.39,2
4,0,-55.08,-277.63,24.92,-1625,-8190,735,20.13,2
5,0,-54.98,-277.63,24.88,-1622,-8190,734,20.39,2
6,0,-55.02,-277.63,24.81,-1623,-8190,732,20.13,2
7,0,-54.95,-277.63,24.88,-1621,-8190,734,20.33,2
8,0,-55.08,-277.63,24.88,-1625,-8190,734,20.39,2
9,0,-55.02,-277.63,24.85,-1623,-8190,733,20.39,2
10,0,-54.92,-277.63,25.02,-1620,-8190,738,20.33,2
11,0,-54.98,-277.63,24.85,-1622,-8190,733,20.53,2
12,0,-54.95,-277.63,24.88,-1621,-8190,734,20.26,2
13,0,-54.81,-277.63,24.95,-1617,-8190,736,20.39,2
14,0,-55.02,-277.63,24.85,-1623,-8190,733,20.53,2
15,0,-54.98,-277.63,24.98,-1622,-8190,737,20.46,2
16,0,-55.05,-277.63,24.85,-1624,-8190,733,20.39,2
17,0,-54.95,-277.63,24.92,-1621,-8190,735,20.39,2
18,0,-54.95,-277.63,24.85,-1621,-8190,733,20.66,2
19,0,-54.92,-277.63,24.88,-1620,-8190,734,20.33,2
20,0,-54.95,-277.63,24.88,-1621,-8190,734,20.39,2
21,0,-55.08,-277.63,24.92,-1625,-8190,735,20.59,2
22,0,-55.02,-277.63,24.85,-1623,-8190,733,20.13,2
23,0,-54.92,-277.63,24.95,-1620,-8190,736,20.26,2
24,0,-55.02,-277.63,24.92,-1623,-8190,735,20.46,2
25,0,-55.08,-277.63,24.85,-1625,-8190,733,20.33,2
26,0,-54.92,-277.63,24.88,-1620,-8190,734,20.46,2
27,0,-54.92,-277.63,24.88,-1620,-8190,734,20.59,2
28,0,-54.95,-277.63,24.78,-1621,-8190,731,20.33,2
29,0,-55.02,-277.63,24.85,-1623,-8190,733,20.33,2
30,0,-54.95,-277.63,24.95,-1621,-8190,736,20.53,2
31,0,-55.19,-277.63,24.85,-1628,-8190,733,20.59,2
32,0,-54.92,-277.63,24.88,-1620,-8190,734,20.53,2
33,0,-55.02,-277.63,24.85,-1623,-8190,733,20.59,2
34,0,-54.95,-277.63,24.81,-1621,-8190,732,20.33,2
35,0,-54.92,-277.63,24.92,-1620,-8190,735,20.39,2
36,0,-54.85,-277.63,24.85,-1618,-8190,733,20.53,2
37,0,-54.98,-277.63,24.92,-1622,-8190,735,20.33,2
38,0,-55.15,-277.63,24.88,-1627,-8190,734,20.33,2
39,0,-54.98,-277.63,24.98,-1622,-8190,737,20.33,2
40,0,-54.85,-277.63,24.92,-1618,-8190,735,20.46,2
41,0,-54.92,-277.63,24.95,-1620,-8190,736,20.39,2
42,0,-54.98,-277.63,24.88,-1622,-8190,734,20.33,2
43,0,-54.95,-277.63,24.92,-1621,-8190,735,20.33,2
44,0,-54.92,-277.63,24.85,-1620,-8190,733,20.39,2
45,0,-54.95,-277.63,24.98,-1621,-8190,737,20.53,2
46,0,-54.88,-277.63,25.02,-1619,-8190,738,20.33,2
47,0,-54.88,-277.63,24.88,-1619,-8190,734,20.46,2
48,0,-55.02,-277.63,24.81,-1623,-8190,732,20.53,2
49,0,-54.92,-277.63,24.81,-1620,-8190,732,20.33,2
50,0,-54.95,-277.63,24.88,-1621,-8190,734,20.26,2
51,0,-54.98,-277.63,24.88,-1622,-8190,734,20.53,2
52,0,-55.08,-277.63,24.88,-1625,-8190,734,20.59,2
53,0,-54.92,-277.63,24.88,-1620,-8190,734,20.33,2
54,0,-54.92,-277.63,24.88,-1620,-8190,734,20.53,2
55,0,-54.95,-277.63,24.88,-1621,-8190,734,20.53,2
56,0,-54.81,-277.63,24.95,-1617,-8190,736,20.33,2
57,0,-54.98,-277.63,24.85,-1622,-8190,733,20.66,2
58,0,-54.95,-277.63,24.78,-1621,-8190,731,20.26,2
59,0,-54.98,-277.63,24.92,-1622,-8190,735,20.13,2
60,0,-54.95,-277.63,24.88,-1621,-8190,734,20.33,2
61,0,-54.95,-277.63,24.85,-1621,-8190,733,20.39,2
62,0,-54.92,-277.63,24.88,-1620,-8190,734,20.39,2
63,0,-54.95,-277.63,24.81,-1621,-8190,732,20.33,2
64,0,-54.88,-277.63,24.98,-1619,-8190,737,20.46,2
65,0,-54.98,-277.63,24.95,-1622,-8190,736,20.39,2
66,0,-54.85,-277.63,24.88,-1618,-8190,734,20.53,2
67,0,-55.02,-277.63,24.88,-1623,-8190,734,20.39,2
68,0,-55.08,-277.63,24.98,-1625,-8190,737,20.53,2
69,0,-54.88,-277.63,24.95,-1619,-8190,736,20.39,2
70,0,-54.95,-277.63,24.81,-1621,-8190,732,20.33,2
71,0,-54.92,-277.63,24.88,-1620,-8190,734,20.46,2
72,0,-54.92,-277.63,24.88,-1620,-8190,734,20.2,2
73,0,-54.98,-277.63,24.95,-1622,-8190,736,20.86,2
74,0,-54.95,-277.63,24.98,-1621,-8190,737,20.59,2
75,0,-54.92,-277.63,24.95,-1620,-8190,736,20.33,2
76,0,-54.95,-277.63,24.88,-1621,-8190,734,20.72,2
77,0,-54.75,-277.63,24.95,-1615,-8190,736,20.46,2
78,0,-54.98,-277.63,24.92,-1622,-8190,735,20.26,2
79,0,-54.98,-277.63,24.98,-1622,-8190,737,20.46,2
80,0,-54.88,-277.63,24.85,-1619,-8190,733,20.66,2
81,0,-54.95,-277.63,24.88,-1621,-8190,734,20.46,2
82,0,-55.05,-277.63,24.88,-1624,-8190,734,20.39,2
83,0,-54.95,-277.63,24.88,-1621,-8190,734,20.26,2
84,0,-54.98,-277.63,24.92,-1622,-8190,735,20.46,2
85,0,-54.95,-277.63,24.85,-1621,-8190,733,20.46,2
86,0,-55.02,-277.63,24.81,-1623,-8190,732,20.59,2
87,0,-54.88,-277.63,24.81,-1619,-8190,732,20.39,2
88,0,-54.88,-277.63,24.88,-1619,-8190,734,20.53,2
89,0,-54.98,-277.63,24.88,-1622,-8190,734,20.26,2
90,0,-54.92,-277.63,24.85,-1620,-8190,733,20.39,2
91,0,-54.95,-277.63,24.95,-1621,-8190,736,20.46,2
92,0,-54.81,-277.63,24.85,-1617,-8190,733,20.26,2
93,0,-55.05,-277.63,24.92,-1624,-8190,735,20.59,2
94,0,-54.95,-277.63,24.92,-1621,-8190,735,20.46,2
95,0,-54.85,-277.63,24.98,-1618,-8190,737,20.46,2
96,0,-54.92,-277.63,24.88,-1620,-8190,734,20.39,2
97,0,-55.02,-277.63,24.88,-1623,-8190,734,20.26,2
98,0,-54.92,-277.63,24.95,-1620,-8190,736,20.33,2
99,0,-54.85,-277.63,24.92,-1618,-8190,735,20.53,2
100,0,-54.92,-277.63,24.92,-1620,-8190,735,20.13,2
101,0,-54.85,-277.63,24.85,-1618,-8190,733,20.33,2
102,0,-55.02,-277.63,24.95,-1623,-8190,736,20.33,2
103,0,-55.02,-277.63,24.92,-1623,-8190,735,20.59,2
104,0,-54.88,-277.63,24.85,-1619,-8190,733,20.46,2
105,0,-55.05,-277.63,24.85,-1624,-8190,733,20.33,2
106,0,-55.08,-277.63,24.95,-1625,-8190,736,20.33,2
107,0,-54.85,-277.63,24.88,-1618,-8190,734,20.53,2
108,0,-55.02,-277.63,24.88,-1623,-8190,734,20.39,2
109,0,-54.81,-277.63,24.95,-1617,-8190,736,20.33,2
110,0,-54.92,-277.63,24.92,-1620,-8190,735,20.39,2
111,0,-54.92,-277.63,24.88,-1620,-8190,734,20.46,2
112,0,-54.98,-277.63,24.88,-1622,-8190,734,20.33,2
113,0,-54.92,-277.63,24.95,-1620,-8190,736,20.46,2
114,0,-54.95,-277.63,24.88,-1621,-8190,734,20.39,2
115,0,-54.75,-277.63,24.88,-1615,-8190,734,20.39,2
116,0,-54.81,-277.63,24.98,-1617,-8190,737,20.59,2
117,0,-54.92,-277.63,24.81,-1620,-8190,732,20.53,2
118,0,-54.85,-277.63,24.95,-1618,-8190,736,20.13,2
119,0,-54.85,-277.63,24.98,-1618,-8190,737,20.59,2
120,0,-54.88,-277.63,24.88,-1619,-8190,734,20.59,2
121,0,-54.85,-277.63,24.88,-1618,-8190,734,20.39,2
122,0,-54.92,-277.63,24.98,-1620,-8190,737,20.33,2
123,0,-55.05,-277.63,24.92,-1624,-8190,735,20.53,2
124,0,-54.88,-277.63,24.95,-1619,-8190,736,20.2,2
125,0,-54.85,-277.63,24.88,-1618,-8190,734,20.33,2
126,0,-54.98,-277.63,24.98,-1622,-8190,737,20.66,2
127,0,-54.92,-277.63,24.98,-1620,-8190,737,20.33,2
128,0,-54.92,-277.63,24.92,-1620,-8190,735,20.53,2
129,0,-54.88,-277.63,24.95,-1619,-8190,736,20.46,2
130,0,-54.95,-277.63,24.88,-1621,-8190,734,20.26,2
131,0,-54.85,-277.63,24.88,-1618,-8190,734,20.46,2
132,0,-54.95,-277.63,24.88,-1621,-8190,734,20.46,2
133,0,-54.92,-277.63,24.95,-1620,-8190,736,20.39,2
134,0,-54.78,-277.63,24.98,-1616,-8190,737,20.33,2
135,0,-54.98,-277.63,24.88,-1622,-8190,734,20.53,2
136,0,-54.98,-277.63,24.95,-1622,-8190,736,20.39,2
137,0,-54.88,-277.63,24.92,-1619,-8190,735,20.46,2
138,0,-54.98,-277.63,24.98,-1622,-8190,737,20.39,2
139,0,-55.05,-277.63,24.88,-1624,-8190,734,20.46,2
140,0,-54.98,-277.63,24.88,-1622,-8190,734,20.33,2
141,0,-54.92,-277.63,24.85,-1620,-8190,733,20.33,2
142,0,-54.98,-277.63,24.88,-1622,-8190,734,20.53,2
143,0,-55.02,-277.63,24.88,-1623,-8190,734,20.39,2
144,0,-54.95,-277.63,24.85,-1621,-8190,733,20.07,2
145,0,-54.95,-277.63,24.92,-1621,-8190,735,20.26,2
146,0,-54.92,-277.63,24.95,-1620,-8190,736,20.53,2
147,0,-54.92,-277.63,24.88,-1620,-8190,734,20.39,2
148,0,-54.95,-277.63,24.95,-1621,-8190,736,20.59,2
149,0,-55.08,-277.63,24.92,-1625,-8190,735,20.26,2
150,0,-54.92,-277.63,24.92,-1620,-8190,735,20.59,2
151,0,-54.85,-277.63,24.88,-1618,-8190,734,20.33,2
152,0,-54.95,-277.63,24.95,-1621,-8190,736,20.13,2
153,0,-54.98,-277.63,24.88,-1622,-8190,734,20.46,2
154,0,-54.95,-277.63,24.85,-1621,-8190,733,20.13,2
155,0,-54.95,-277.63,24.88,-1621,-8190,734,20.46,2
156,0,-54.92,-277.63,24.88,-1620,-8190,734,20.66,2
157,0,-54.85,-277.63,24.88,-1618,-8190,734,20.46,2
158,0,-54.95,-277.63,24.81,-1621,-8190,732,20.53,2
159,0,-55.02,-277.63,24.95,-1623,-8190,736,20.46,2
160,0,-54.92,-277.63,24.98,-1620,-8190,737,20.39,2
161,0,-54.98,-277.63,24.85,-1622,-8190,733,20.59,2
162,0,-54.98,-277.63,24.95,-1622,-8190,736,20.26,2
163,0,-55.02,-277.63,24.81,-1623,-8190,732,20.2,2
164,0,-55.12,-277.63,24.81,-1626,-8190,732,20.13,2
165,0,-54.92,-277.63,24.85,-1620,-8190,733,20.46,2
166,0,-54.98,-277.63,24.92,-1622,-8190,735,20.39,2
167,0,-54.88,-277.63,24.92,-1619,-8190,735,20.53,2
168,0,-55.08,-277.63,24.88,-1625,-8190,734,20.2,2
169,0,-55.05,-277.63,24.81,-1624,-8190,732,20.33,2
170,0,-54.85,-277.63,24.88,-1618,-8190,734,20.59,2
171,0,-54.95,-277.63,24.88,-1621,-8190,734,20.53,2
172,0,-54.81,-277.63,24.88,-1617,-8190,734,20.33,2
173,0,-54.95,-277.63,24.85,-1621,-8190,733,20.59,2
174,0,-54.88,-277.63,24.92,-1619,-8190,735,20.33,2
175,0,-54.98,-277.63,24.92,-1622,-8190,735,20.39,2
176,0,-54.98,-277.63,24.88,-1622,-8190,734,20.39,2
177,0,-54.95,-277.63,24.88,-1621,-8190,734,20.33,2
178,0,-54.88,-277.63,24.98,-1619,-8190,737,20.26,2
179,0,-54.95,-277.63,24.88,-1621,-8190,734,20.46,2
180,0,-54.92,-277.63,24.85,-1620,-8190,733,20.33,2
181,0,-55.02,-277.63,24.92,-1623,-8190,735,20.46,2
182,0,-54.98,-277.63,24.92,-1622,-8190,735,20.26,2
183,0,-55.02,-277.63,24.92,-1623,-8190,735,20.26,2
184,0,-54.92,-277.63,24.85,-1620,-8190,733,20.59,2
185,0,-54.95,-277.63,24.88,-1621,-8190,734,20.53,2
186,0,-54.98,-277.63,24.85,-1622,-8190,733,20.26,2
187,0,-54.85,-277.63,24.95,-1618,-8190,736,20.66,2
188,0,-54.85,-277.63,24.92,-1618,-8190,735,20.26,2
189,0,-55.19,-277.63,24.98,-1628,-8190,737,20.39,2
190,0,-55.02,-277.63,24.85,-1623,-8190,733,20.46,2
191,0,-54.98,-277.63,24.92,-1622,-8190,735,20.2,2
192,0,-54.88,-277.63,24.88,-1619,-8190,734,20.46,2
193,0,-54.85,-277.63,24.88,-1618,-8190,734,20.39,2
194,0,-54.88,-277.63,24.92,-1619,-8190,735,20.33,2
195,0,-54.92,-277.63,24.98,-1620,-8190,737,20.59,2
196,0,-54.92,-277.63,24.95,-1620,-8190,736,20.33,2
197,0,-54.98,-277.63,24.85,-1622,-8190,733,20.59,2
198,0,-54.81,-277.63,24.95,-1617,-8190,736,20.66,2
199,0,-55.02,-277.63,25.02,-1623,-8190,738,20.72,2
200,0,-54.95,-277.63,24.98,-1621,-8190,737,20.59,2
201,0,-55.12,-277.63,24.95,-1626,-8190,736,20.59,2
202,0,-55.05,-277.63,24.88,-1624,-8190,734,20.33,2
203,0,-54.85,-277.63,24.95,-1618,-8190,736,20.33,2
204,0,-55.02,-277.63,24.85,-1623,-8190,733,20.66,2
205,0,-54.92,-277.63,24.92,-1620,-8190,735,20.59,2
206,0,-54.95,-277.63,24.95,-1621,-8190,736,20.33,2
207,0,-54.98,-277.63,24.88,-1622,-8190,734,20.39,2
208,0,-54.92,-277.63,24.88,-1620,-8190,734,20.33,2
209,0,-54.98,-277.63,24.88,-1622,-8190,734,20.59,2
210,0,-54.98,-277.63,24.88,-1622,-8190,734,20.46,2
211,0,-54.98,-277.63,24.88,-1622,-8190,734,20.46,2
212,0,-54.92,-277.63,24.85,-1620,-8190,733,20.46,2
213,0,-55.05,-277.63,24.85,-1624,-8190,733,20.26,2
214,0,-54.98,-277.63,24.92,-1622,-8190,735,20.53,2
215,0,-54.98,-277.63,24.95,-1622,-8190,736,20.39,2
216,0,-54.92,-277.63,24.88,-1620,-8190,734,20.33,2
217,0,-54.88,-277.63,24.88,-1619,-8190,734,20.72,2
218,0,-54.98,-277.63,24.88,-1622,-8190,734,20.39,2
219,0,-54.98,-277.63,24.95,-1622,-8190,736,20.39,2
220,0,-54.95,-277.63,24.95,-1621,-8190,736,20.66,2
221,0,-55.02,-277.63,25.02,-1623,-8190,738,20.46,2
222,0,-54.95,-277.63,24.95,-1621,-8190,736,20.59,2
223,0,-54.88,-277.63,24.98,-1619,-8190,737,20.13,2
224,0,-54.98,-277.63,24.85,-1622,-8190,733,20.59,2
225,0,-54.95,-277.63,24.88,-1621,-8190,734,20.39,2
226,0,-55.08,-277.63,24.95,-1625,-8190,736,20.46,2
227,0,-55.12,-277.63,24.88,-1626,-8190,734,20.26,2
228,0,-54.92,-277.63,24.92,-1620,-8190,735,20.46,2
229,0,-55.02,-277.63,24.95,-1623,-8190,736,20.39,2
230,0,-55.02,-277.63,24.85,-1623,-8190,733,20.33,2
231,0,-54.85,-277.63,24.88,-1618,-8190,734,20.39,2
232,0,-54.88,-277.63,24.88,-1619,-8190,734,20.46,2
233,0,-54.92,-277.63,24.85,-1620,-8190,733,20.46,2
234,0,-54.92,-277.63,24.88,-1620,-8190,734,20.33,2
235,0,-55.02,-277.63,24.88,-1623,-8190,734,20.59,2
236,0,-55.08,-277.63,24.92,-1625,-8190,735,20.33,2
237,0,-54.88,-277.63,24.98,-1619,-8190,737,20.59,2
238,0,-54.98,-277.63,24.98,-1622,-8190,737,20.39,2
239,0,-54.88,-277.63,24.92,-1619,-8190,735,20.2,2
240,0,-54.98,-277.63,24.95,-1622,-8190,736,20.33,2
241,0,-54.95,-277.63,24.88,-1621,-8190,734,20.39,2
242,0,-54.98,-277.63,24.88,-1622,-8190,734,20.33,2
243,0,-55.08,-277.63,24.88,-1625,-8190,734,20.0,2
244,0,-54.92,-277.63,24.88,-1620,-8190,734,20.33,2
245,0,-54.85,-277.63,24.92,-1618,-8190,735,20.39,2
246,0,-55.05,-277.63,24.92,-1624,-8190,735,20.53,2
247,0,-54.85,-277.63,24.88,-1618,-8190,734,20.0,2
248,0,-54.95,-277.63,24.88,-1621,-8190,734,20.33,2
249,0,-54.81,-277.63,24.95,-1617,-8190,736,20.46,2
250,0,-54.92,-277.63,24.88,-1620,-8190,734,20.59,2
251,0,-55.08,-277.63,24.81,-1625,-8190,732,20.26,2
252,0,-54.88,-277.63,24.85,-1619,-8190,733,20.39,2
253,0,-54.92,-277.63,24.92,-1620,-8190,735,20.53,2
254,0,-54.88,-277.63,24.95,-1619,-8190,736,20.46,2
255,0,-55.02,-277.63,24.98,-1623,-8190,737,20.46,2
256,0,-54.98,-277.63,24.88,-1622,-8190,734,20.26,2
257,0,-54.98,-277.63,24.98,-1622,-8190,737,20.46,2
258,0,-55.15,-277.63,24.88,-1627,-8190,734,20.59,2
259,0,-55.05,-277.63,24.92,-1624,-8190,735,20.46,2
260,0,-54.95,-277.63,24.88,-1621,-8190,734,20.53,2
261,0,-54.95,-277.63,24.85,-1621,-8190,733,20.46,2
262,0,-54.88,-277.63,24.88,-1619,-8190,734,20.53,2
263,0,-54.85,-277.63,24.92,-1618,-8190,735,20.26,2
264,0,-54.88,-277.63,24.85,-1619,-8190,733,20.46,2
265,0,-54.95,-277.63,24.92,-1621,-8190,735,20.33,2
266,0,-54.98,-277.63,24.95,-1622,-8190,736,20.53,2
267,0,-54.81,-277.63,24.95,-1617,-8190,736,20.33,2
268,0,-54.98,-277.63,24.88,-1622,-8190,734,20.53,2
269,0,-54.88,-277.63,24.88,-1619,-8190,734,20.39,2
270,0,-54.98,-277.63,24.92,-1622,-8190,735,20.59,2
271,0,-54.75,-277.63,24.95,-1615,-8190,736,20.39,2
272,0,-54.92,-277.63,24.88,-1620,-8190,734,20.46,2
273,0,-55.05,-277.63,24.88,-1624,-8190,734,20.33,2
274,0,-54.92,-277.63,24.88,-1620,-8190,734,20.33,2
275,0,-54.98,-277.63,24.88,-1622,-8190,734,20.33,2
276,0,-54.81,-277.63,24.92,-1617,-8190,735,20.53,2
277,0,-55.05,-277.63,24.98,-1624,-8190,737,20.53,2
278,0,-54.85,-277.63,24.81,-1618,-8190,732,20.39,2
279,0,-54.81,-277.63,24.88,-1617,-8190,734,20.53,2
280,0,-54.92,-277.63,24.95,-1620,-8190,736,20.39,2
281,0,-55.05,-277.63,24.92,-1624,-8190,735,20.39,2
282,0,-54.92,-277.63,25.02,-1620,-8190,738,20.53,2
283,0,-54.95,-277.63,24.92,-1621,-8190,735,20.33,2
284,0,-54.98,-277.63,24.95,-1622,-8190,736,20.26,2
285,0,-54.85,-277.63,24.98,-1618,-8190,737,20.33,2
286,0,-54.92,-277.63,24.92,-1620,-8190,735,20.53,2
287,0,-54.88,-277.63,24.95,-1619,-8190,736,20.26,2
288,0,-54.88,-277.63,24.92,-1619,-8190,735,20.39,2
289,0,-54.95,-277.63,24.95,-1621,-8190,736,20.33,2
290,0,-54.98,-277.63,24.95,-1622,-8190,736,20.46,2
291,0,-54.98,-277.63,24.88,-1622,-8190,734,20.33,2
292,0,-54.81,-277.63,24.81,-1617,-8190,732,20.39,2
293,0,-54.85,-277.63,24.88,-1618,-8190,734,20.26,2
294,0,-54.98,-277.63,24.95,-1622,-8190,736,20.66,2
295,0,-54.81,-277.63,24.88,-1617,-8190,734,20.39,2
296,0,-55.02,-277.63,24.95,-1623,-8190,736,20.53,2
297,0,-54.98,-277.63,24.88,-1622,-8190,734,20.39,2
298,0,-54.98,-277.63,24.88,-1622,-8190,734,20.46,2
299,0,-55.05,-277.63,24.92,-1624,-8190,735,20.59,2
300,0,-54.95,-277.63,24.92,-1621,-8190,735,20.26,2
301,0,-54.98,-277.63,24.88,-1622,-8190,734,20.59,2
302,0,-54.92,-277.63,24.95,-1620,-8190,736,20.13,2
303,0,-54.98,-277.63,24.88,-1622,-8190,734,20.26,2
304,0,-55.02,-277.63,24.92,-1623,-8190,735,20.39,2
305,0,-54.85,-277.63,24.85,-1618,-8190,733,20.59,2
306,0,-54.95,-277.63,24.95,-1621,-8190,736,20.26,2
307,0,-54.98,-277.63,24.88,-1622,-8190,734,20.53,2
308,0,-55.05,-277.63,24.98,-1624,-8190,737,20.53,2
309,0,-54.98,-277.63,24.92,-1622,-8190,735,20.13,2
310,0,-54.81,-277.63,24.88,-1617,-8190,734,20.46,2
311,0,-54.98,-277.63,24.95,-1622,-8190,736,20.26,2
312,0,-54.75,-277.63,24.88,-1615,-8190,734,20.66,2
313,0,-54.88,-277.63,24.88,-1619,-8190,734,20.39,2
314,0,-55.12,-277.63,24.88,-1626,-8190,734,20.33,2
315,0,-54.95,-277.63,24.88,-1621,-8190,734,20.26,2
316,0,-54.92,-277.63,24.85,-1620,-8190,733,20.39,2
317,0,-54.98,-277.63,24.95,-1622,-8190,736,20.26,2
318,0,-54.88,-277.63,24.85,-1619,-8190,733,20.2,2
319,0,-54.95,-277.63,24.85,-1621,-8190,733,20.46,2
320,0,-54.98,-277.63,24.92,-1622,-8190,735,20.39,2
321,0,-54.92,-277.63,24.85,-1620,-8190,733,20.53,2
322,0,-54.88,-277.63,24.88,-1619,-8190,734,20.26,2
323,0,-55.02,-277.63,24.98,-1623,-8190,737,20.33,2
324,0,-54.92,-277.63,24.88,-1620,-8190,734,20.39,2
325,0,-54.95,-277.63,24.85,-1621,-8190,733,20.59,2
326,0,-55.02,-277.63,24.88,-1623,-8190,734,20.33,2
327,0,-55.02,-277.63,24.98,-1623,-8190,737,20.33,2
328,0,-54.92,-277.63,24.92,-1620,-8190,735,20.46,2
329,0,-55.05,-277.63,24.95,-1624,-8190,736,20.53,2
330,0,-54.85,-277.63,24.98,-1618,-8190,737,20.53,2
331,0,-54.98,-277.63,24.88,-1622,-8190,734,20.46,2
332,0,-54.88,-277.63,24.78,-1619,-8190,731,20.39,2
333,0,-54.95,-277.63,24.95,-1621,-8190,736,20.26,2
334,0,-54.98,-277.63,24.85,-1622,-8190,733,20.59,2
335,0,-54.78,-277.63,24.88,-1616,-8190,734,20.33,2
336,0,-55.02,-277.63,24.92,-1623,-8190,735,20.33,2
337,0,-54.92,-277.63,24.95,-1620,-8190,736,20.39,2
338,0,-54.85,-277.63,24.95,-1618,-8190,736,20.72,2
339,0,-54.88,-277.63,24.88,-1619,-8190,734,20.33,2
340,0,-54.95,-277.63,24.95,-1621,-8190,736,20.53,2
341,0,-54.92,-277.63,24.85,-1620,-8190,733,20.39,2
342,0,-54.88,-277.63,24.88,-1619,-8190,734,20.53,2
343,0,-54.92,-277.63,24.88,-1620,-8190,734,20.26,2
344,0,-54.92,-277.63,24.88,-1620,-8190,734,20.33,2
345,0,-54.95,-277.63,24.88,-1621,-8190,734,20.46,2
346,0,-54.98,-277.63,24.85,-1622,-8190,733,20.33,2
347,0,-55.02,-277.63,24.95,-1623,-8190,736,20.26,2
348,0,-55.05,-277.63,24.92,-1624,-8190,735,20.39,2
349,0,-54.95,-277.63,24.88,-1621,-8190,734,20.33,2
350,0,-54.78,-277.63,25.02,-1616,-8190,738,20.39,2
351,0,-54.92,-277.63,24.92,-1620,-8190,735,20.53,2
352,0,-55.02,-277.63,24.85,-1623,-8190,733,20.39,2
353,0,-54.95,-277.63,24.88,-1621,-8190,734,20.39,2
354,0,-54.78,-277.63,24.92,-1616,-8190,735,20.39,2
355,0,-54.92,-277.63,24.95,-1620,-8190,736,20.53,2
356,0,-54.95,-277.63,24.98,-1621,-8190,737,20.46,2
357,0,-55.05,-277.63,24.88,-1624,-8190,734,20.39,2
358,0,-54.98,-277.63,24.95,-1622,-8190,736,20.46,2
359,0,-54.85,-277.63,24.85,-1618,-8190,733,20.46,2
360,0,-54.95,-277.63,24.88,-1621,-8190,734,20.2,2
361,0,-55.02,-277.63,24.88,-1623,-8190,734,20.39,2
362,0,-55.02,-277.63,24.92,-1623,-8190,735,20.26,2
363,0,-54.98,-277.63,24.95,-1622,-8190,736,20.46,2
364,0,-55.08,-277.63,24.85,-1625,-8190,733,20.59,2
365,0,-55.15,-277.63,24.92,-1627,-8190,735,20.39,2
366,0,-54.85,-277.63,24.88,-1618,-8190,734,20.2,2
367,0,-54.81,-277.63,24.95,-1617,-8190,736,20.26,2
368,0,-55.08,-277.63,24.81,-1625,-8190,732,20.53,2
369,0,-54.88,-277.63,24.95,-1619,-8190,736,20.26,2
370,0,-55.02,-277.63,24.92,-1623,-8190,735,20.26,2
371,0,-54.92,-277.63,24.98,-1620,-8190,737,20.46,2
372,0,-54.81,-277.63,24.98,-1617,-8190,737,20.46,2
373,0,-54.95,-277.63,24.88,-1621,-8190,734,20.39,2
374,0,-54.98,-277.63,25.02,-1622,-8190,738,20.33,2
375,0,-54.88,-277.63,24.88,-1619,-8190,734,20.46,2
376,0,-54.81,-277.63,24.85,-1617,-8190,733,20.33,2
377,0,-55.02,-277.63,24.95,-1623,-8190,736,20.33,2
378,0,-54.88,-277.63,24.98,-1619,-8190,737,20.33,2
379,0,-54.81,-277.63,24.98,-1617,-8190,737,20.13,2
380,0,-54.85,-277.63,24.95,-1618,-8190,736,20.39,2
381,0,-54.75,-277.63,24.88,-1615,-8190,734,20.2,2
382,0,-54.92,-277.63,24.81,-1620,-8190,732,20.53,2
383,0,-55.05,-277.63,24.88,-1624,-8190,734,20.53,2
384,0,-54.95,-277.63,24.92,-1621,-8190,735,20.2,2
385,0,-54.95,-277.63,24.88,-1621,-8190,734,20.13,2
386,0,-54.98,-277.63,24.88,-1622,-8190,734,20.46,2
387,0,-54.88,-277.63,24.88,-1619,-8190,734,20.59,2
388,0,-54.85,-277.63,24.88,-1618,-8190,734,20.26,2
389,0,-55.02,-277.63,24.88,-1623,-8190,734,20.59,2
390,0,-54.81,-277.63,24.81,-1617,-8190,732,20.66,2
391,0,-54.81,-277.63,24.95,-1617,-8190,736,20.33,2
392,0,-54.98,-277.63,24.85,-1622,-8190,733,20.59,2
393,0,-54.88,-277.63,24.92,-1619,-8190,735,20.39,2
394,0,-54.98,-277.63,24.88,-1622,-8190,734,20.26,2
395,0,-54.85,-277.63,24.88,-1618,-8190,734,20.39,2
396,0,-54.95,-277.63,24.88,-1621,-8190,734,20.33,2
397,0,-54.92,-277.63,24.88,-1620,-8190,734,20.26,2
398,0,-54.98,-277.63,24.95,-1622,-8190,736,20.53,2
399,0,-54.85,-277.63,24.92,-1618,-8190,735,20.33,2
400,0,-54.95,-277.63,24.88,-1621,-8190,734,20.46,2
401,0,-54.92,-277.63,24.85,-1620,-8190,733,20.53,2
402,0,-54.98,-277.63,24.88,-1622,-8190,734,20.26,2
403,0,-55.02,-277.63,24.92,-1623,-8190,735,20.07,2
404,0,-54.92,-277.63,24.95,-1620,-8190,736,20.2,2
405,0,-54.81,-277.63,24.98,-1617,-8190,737,20.53,2
406,0,-54.92,-277.63,24.95,-1620,-8190,736,20.0,2
407,0,-54.92,-277.63,24.95,-1620,-8190,736,20.39,2
